id,技能,系統,区分,Lv,名称(原文),名称(正規),読み,動作,消費,条件,対象,射程/形状,時間,抵抗,属性,効果概要,参照,拡張・適用対象,備考
375,マギテック,魔動機術,,10,【マインド・ボム】,マインド・ボム,マインドボム,▶,MP8,マギスフィア小,1エリア(半径5m)/15,1(10m)/射撃,一瞬/30秒(3R),消滅,精神効果,魔法行使・演奏判定-4,I-187/MA-124,,
376,マギテック,魔動機術,,10,【マナポリー】,マナポリー,マナポリー,▶,MP10,マギスフィア大,2～3エリア(半径10m)/空間,術者/-,3分(18R),必中,,周囲のマナを吸引する,MA-124,,
377,マギテック,魔動機術,,11,⏩【スナイパーレンジ】,スナイパーレンジ,スナイパーレンジ,⏩,MP5,マギスフィア大中小,1体,接触/-,10秒(1R),任意,,遠隔攻撃の射程を伸ばす,III-167/MA-124,,
378,マギテック,魔動機術,,11,【スカイバイク】,スカイバイク,スカイバイク,▶,MP20,マギスフィア大,接触点,接触/-,1時間,なし,,【スカイバイク】を作製する,III-167/MA-124,,
379,マギテック,魔動機術,,11,【パナケイアライト】,パナケイアライト,パナケイアライト,▶,MP10,マギスフィア中,1体X,2(30m)/射撃,一瞬,任意,,精神への影響を排除する,III-167/MA-124,,
380,マギテック,魔動機術,,11,【プリズムエフェクト】,プリズムエフェクト,プリズムエフェクト,▶,MP10,マギスフィア小,術者,術者/-,3分(18R),任意,,機械などからの視認を防ぐ,III-167/MA-124,,
381,マギテック,魔動機術,,12,⏩【オートガードII】,オートガードII,オートガード,⏩,MP8,マギスフィア中,術者,術者/-,10秒(1R),任意,,回避力+1、防護点+2,MA-124,,
382,マギテック,魔動機術,,12,⏩【キャノン・バレット】,キャノン・バレット,キャノンバレット,⏩,MP6,マギスフィア中,弾丸,術者/-,10秒(1R),なし,,k40の砲弾を作製する。2H〈ガン〉専用,III-168/MA-125,,
383,マギテック,魔動機術,,12,【スフィアシェード】,スフィアシェード,スフィアシェード,▶,MP10,マギスフィア大,物体1つ,接触/-,永続,なし,,物品を〈マギスフィア〉に収納する,III-168/MA-125,,
384,マギテック,魔動機術,,12,【チャフグレネード】,チャフグレネード,チャフグレネード,▶,MP9,マギスフィア中,1エリア(半径5m)/空間,2(30m)/射撃,一瞬/10秒(1R),必中,,効果範囲内に対しての干渉を阻害する,III-168/MA-125,,
385,マギテック,魔動機術,,13,⏩△【ダブルアップ】,ダブルアップ,ダブルアップ,⏩△,MP12,マギスフィア中,術者,術者/-,3分(18R),任意,,アイテム破壊で受けるボーナスを2倍にする,MA-125,,
386,マギテック,魔動機術,,13,⏩【ヒーリングシャワー・バレット】,ヒーリングシャワー・バレット,ヒーリングシャワーバレット,⏩,MP6,マギスフィア中,弾丸,術者/-,10秒(1R),なし,,広範囲に降り注ぐk30の回復弾を作る。2H〈ガン〉専用,III-169/MA-125,,
387,マギテック,魔動機術,,13,【エフェクトプロテクター】,エフェクトプロテクター,エフェクトプロテクター,▶,MP15,マギスフィア大,術者,術者/-,3分(18R),任意,,特殊効果から守る,III-169/MA-125,,
388,マギテック,魔動機術,,13,【リターン】,リターン,リターン,▶,MP18,マギスフィア大,接触点,接触/-,1年,なし,,いつでも帰還できる場所を作る,III-169/MA-125,,
389,マギテック,魔動機術,,14,⏩△【ミニマムリープ】,ミニマムリープ,ミニマムリープ,⏩△,MP15,マギスフィア中,1体X,接触/-,一瞬,任意,,短距離の瞬間移動を行う,III-170/MA-126,,
390,マギテック,魔動機術,,14,⏩【オメガシューター】,オメガシューター,オメガシューター,⏩,MP16,マギスフィア大,術者,術者/-,一瞬/10秒(1R),任意,,高速射出武器(k100)を作製する,MA-126,,
391,マギテック,魔動機術,,14,【マシンリペア】,マシンリペア,マシンリペア,▶,MP40,マギスフィア大(1～3個),物体1つ,接触/-,永続,なし,,道具や建造物を修復する,III-170/MA-126,,
392,マギテック,魔動機術,,14,【マナハウス】,マナハウス,マナハウス,▶,MP15,マギスフィア大,接触点,接触/-,1日,なし,,即席の住居を作製する,III-170/MA-126,,
393,マギテック,魔動機術,,15,⏩△【フォトニックバリア】,フォトニックバリア,フォトニックバリア,⏩△,MP16,マギスフィア大,1体,2(30m)/起点指定,3分(18R),任意,,50点までのダメージを受け止める障壁を発生させる,MA-126,,
394,マギテック,魔動機術,,15,⏩【ジェノサイド・バレット】,ジェノサイド・バレット,ジェノサイドバレット,⏩,MP10,マギスフィア中,弾丸,術者/-,10秒(1R),なし,,k70の炸裂弾を作製する。2H〈ガン〉専用,III-171/MA-126,,
395,マギテック,魔動機術,,15,【スーパーノヴァ・ボム】,スーパーノヴァ・ボム,スーパーノヴァボム,▶,MP24,マギスフィア中,1エリア(半径6m)/20,2(100m)/射撃,一瞬,半減,純エネルギー,k90ダメージ,III-171/MA-126,,
396,マギテック,魔動機術,,15,【スカイシップ】,スカイシップ,スカイシップ,▶,MP40,マギスフィア大(5個),接触点,接触/-,1日,なし,,小型の飛空船を作製する,III-171/MA-126,,
397,フェアリーテイマー,妖精魔法,基本,1,【フェアリーウィッシュ】,フェアリーウィッシュ,フェアリーウィッシュ,▶,MP1,,術者,術者/-,1時間,任意,,妖精の手助けを得る,II-188/MA-130,,
398,フェアリーテイマー,妖精魔法,基本,2,【サモンフェアリー】,サモンフェアリー,サモンフェアリー,▶,MP6＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル3の妖精を呼び出し、使役する,II-188/MA-130,,
399,フェアリーテイマー,妖精魔法,基本,3,【ハンドルフェアリー】,ハンドルフェアリー,ハンドルフェアリー,▶,MP3,,術者,術者/-,3分(18R),任意,,妖精に対しての回避や抵抗に+2,II-189/MA-130,,
400,フェアリーテイマー,妖精魔法,基本,4,【サモンフェアリーII】,サモンフェアリーII,サモンフェアリー,▶,MP10＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル5の妖精を呼び出し、使役する,II-189/MA-130,,
401,フェアリーテイマー,妖精魔法,基本,5,【フェアリーサポート】,フェアリーサポート,フェアリーサポート,▶,MP4,,1体全,2(30m)/起点指定,3分(18R),任意,,妖精に手厚い補助を行わせる,II-189/MA-130,,
402,フェアリーテイマー,妖精魔法,基本,6,【サモンフェアリーIII】,サモンフェアリーIII,サモンフェアリー,▶,MP14＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル7の妖精を呼び出し、使役する,II-189/MA-130,,
403,フェアリーテイマー,妖精魔法,基本,7,【フェアリーウィッシュII】,フェアリーウィッシュII,フェアリーウィッシュ,▶,MP2,,術者,術者/-,6時間,任意,,妖精の手助けを強く得る,II-190/MA-130,,
404,フェアリーテイマー,妖精魔法,基本,8,【サモンフェアリーIV】,サモンフェアリーIV,サモンフェアリー,▶,MP18＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル9の妖精を呼び出し、使役する,II-190/MA-130,,
405,フェアリーテイマー,妖精魔法,基本,9,【ミティゲイトフェアリー】,ミティゲイトフェアリー,ミティゲイトフェアリー,▶,MP1～,,1体全,2(30m)/起点指定,3分(18R),短縮,,妖精の活動力を弱める,II-190/MA-130,,
406,フェアリーテイマー,妖精魔法,基本,10,【サモンフェアリーV】,サモンフェアリーV,サモンフェアリー,▶,MP22＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル11の妖精を呼び出し、使役する,II-190/MA-130,,
407,フェアリーテイマー,妖精魔法,基本,11,【アヴォイドフェアリー】,アヴォイドフェアリー,アヴォイドフェアリー,▶,MP1～,,1体全,2(30m)/起点指定,一瞬,消滅,,妖精を遠くへ追いやる,III-172/MA-131,,
408,フェアリーテイマー,妖精魔法,基本,12,【サモンフェアリーVI】,サモンフェアリーVI,サモンフェアリー,▶,MP26＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル13の妖精を呼び出し、使役する,III-172/MA-131,,
409,フェアリーテイマー,妖精魔法,基本,13,【ニュートラライズ】,ニュートラライズ,ニュートラライズ,▶,MP44,,1エリア(半径6m)/空間,接触/-,3分(18R),必中,,4つの属性効果を受けない空間を作り出す,III-172/MA-131,,
410,フェアリーテイマー,妖精魔法,基本,14,【サモンフェアリーVII】,サモンフェアリーVII,サモンフェアリー,▶,MP30＆魔晶石5点,,接触点,接触/-,30秒(3R),なし,,レベル15の妖精を呼び出し、使役する,III-173/MA-131,,
411,フェアリーテイマー,妖精魔法,基本,15,【フェアリーロード】,フェアリーロード,フェアリーロード,▶,MP51＆魔晶石10点,,接触点,接触/-,10秒(1R),なし,,レベル17の妖精王を呼び出し、使役する,III-173/MA-131,,
412,フェアリーテイマー,妖精魔法,土,1,【スネア】,スネア,スネア,▶,MP3,土,1体,2(30m)/起点指定,一瞬,消滅,土,対象を転倒させる,II-191/MA-132,,
413,フェアリーテイマー,妖精魔法,土,2,【ストーンガード】,ストーンガード,ストーンガード,▶,MP4,土,1体,2(30m)/起点指定,3分(18R),任意,,対象への物理ダメージが1回だけ-5,II-191/MA-132,,
414,フェアリーテイマー,妖精魔法,土,3,【アースハンマー】,アースハンマー,アースハンマー,▶,MP3,土,1体,1(10m)/起点指定,一瞬,必中,土,k10物理ダメージ、C値12,II-191/MA-132,,
415,フェアリーテイマー,妖精魔法,土,4,【ペブルショット】,ペブルショット,ペブルショット,▶,MP4,土,1体,1(10m)/射撃,一瞬,半減,土,k10ダメージ,II-192/MA-132,,
416,フェアリーテイマー,妖精魔法,土,5,【エントラップ】,エントラップ,エントラップ,▶,MP5,土,1体,1(10m)/起点指定,3分(18R),消滅,土,地面から土の腕を伸ばし、対象を捕まえる,II-192/MA-132,,
417,フェアリーテイマー,妖精魔法,土,6,【ストーンブラスト】,ストーンブラスト,ストーンブラスト,▶,MP6,土,1体,2(30m)/起点指定,一瞬,半減,土,k20ダメージ,II-192/MA-132,,
418,フェアリーテイマー,妖精魔法,土,7,【グレートスネア】,グレートスネア,グレートスネア,▶,MP7,土,1体X,2(30m)/起点指定,一瞬,消滅,土,対象を転倒させる,II-193/MA-132,,
419,フェアリーテイマー,妖精魔法,土,8,【ストーンウォール】,ストーンウォール,ストーンウォール,▶,MP6,土,任意の地点,2(30m)/起点指定,3分(18R),なし,,石の壁を立てる,II-193/MA-132,,
420,フェアリーテイマー,妖精魔法,土,9,【ゴールドブリッジ】,ゴールドブリッジ,ゴールドブリッジ,▶,MP4,土,任意の地点,2(30m)/起点指定,3分(18R),なし,,石の橋や階段を作る,II-193/MA-132,,
421,フェアリーテイマー,妖精魔法,土,10,【トンネル】,トンネル,トンネル,▶,MP8,土,2×2×10mまでの空間,接触/-,3分(18R),なし,,土や石を穿つ,II-193/MA-132,,
422,フェアリーテイマー,妖精魔法,土,11,【リングプロテクション】,リングプロテクション,リングプロテクション,▶,MP12,土,1体,2(30m)/起点指定,3分(18R),任意,,回転する石が対象を守る,III-174/MA-133,,
423,フェアリーテイマー,妖精魔法,土,12,【クラック】,クラック,クラック,▶,MP9,土,1エリア(半径6m)/すべて,1(10m)/起点指定,一瞬,半減,土,k40ダメージを与え転倒させる,III-174/MA-133,,
424,フェアリーテイマー,妖精魔法,土,13,【ジャイアントキック】,ジャイアントキック,ジャイアントキック,▶,MP16,土,1体,2(30m)/起点指定,一瞬,必中,土,k50物理ダメージを与え、転倒させる,III-174/MA-133,,
425,フェアリーテイマー,妖精魔法,土,14,【グレートキャプチャー】,グレートキャプチャー,グレートキャプチャー,▶,MP9,土,1体X,1(10m)/起点指定,3分(18R),消滅,土,無数の土の腕で地面に繋ぎ止める,III-175/MA-133,,
426,フェアリーテイマー,妖精魔法,土,15,【アースクエイク】,アースクエイク,アースクエイク,▶,MP28,土,1エリア(半径6m)/20,術者/-,一瞬,半減,土,「50」点のダメージを与え、転倒させる,III-175/MA-133,,
427,フェアリーテイマー,妖精魔法,水・氷,1,【ピュリフィケーション】,ピュリフィケーション,ピュリフィケーション,▶,MP2,水・氷,100リットルまでの水,接触/-,一瞬,消滅,,不純物の混じった水を真水にする,II-194/MA-134,,
428,フェアリーテイマー,妖精魔法,水・氷,2,【ウォータースクリーン】,ウォータースクリーン,ウォータースクリーン,▶,MP3,水・氷,1体,1(10m)/起点指定,3分(18R),任意,,対象が被る炎属性の魔法ダメージを-3,II-194/MA-134,,
429,フェアリーテイマー,妖精魔法,水・氷,3,【アイスボルト】,アイスボルト,アイスボルト,▶,MP4,水・氷,1体,1(10m)/射撃,一瞬,半減,水・氷,k10ダメージ,II-194/MA-134,,
430,フェアリーテイマー,妖精魔法,水・氷,4,【ボトムウォーキング】,ボトムウォーキング,ボトムウォーキング,▶,MP4,水・氷,1体X,2(30m)/起点指定,1時間,任意,,対象は水底での活動が可能になる,II-194/MA-134,,
431,フェアリーテイマー,妖精魔法,水・氷,5,【ハードウォーター】,ハードウォーター,ハードウォーター,▶,MP5,水・氷,1体X,2(30m)/起点指定,1時間,任意,,対象は水上歩行が可能になる,II-195/MA-134,,
